Date,V6409,V3529,V649,V7129,V2089,V1369,V4969,V5689,V7849,V2809,V4970,V650,V7130,V2810,V4249,V5690,V3530,V6410,V2090,V7850,V360,V4250,V1801,V1370,V361,V1800,V3961,V4680,V3240,V3241,V7561,V2521,V6120,V6841,V1080,V7560,V5401,V6121,V634,V5400,V3960,V633,V2793,V6393,V2520,V6840,V1081,V4681,V2826,V4986,V666,V7833,V6265,V3546,V5705,V2106,V4265,V7146,V665,V6426,V2825,V1385,V2794,V7145,V7866,V6425,V3545,V2105,V3385,V3513,V4985,V7834,V1353,V5706,V1386,V5674,V1354,V2505,V6394,V5673,V4266,V7865,V4953,V505,V4234,V4233,V3514,V345,V6985,V1225,V2073,V1785,V1817,V377,V2504,V6137,V6825,V2074,V4697,V3977
19990706,1.95000004768372,2.51999998092651,2.13000011444092,0.319999992847443,0,0.0299999993294477,0.959999978542328,NA,0.0399999991059303,2,0.610000014305115,0.949999988079071,5.55000019073486,0.0399999991059303,0,1.73000001907349,0.649999976158142,0.930000007152557,0.360000014305115,0.119999997317791,0,1.03999996185303,0,2.75,0,0.140000000596046,0,0,0,0,0,0.180000007152557,0,0,0,0,0,0,0.180000007152557,0,0,2.10999989509583,3.57999992370605,6.46999979019165,0,0,0,0,0,NA,0,0.0500000007450581,0,0,0,0.00999999977648258,0,0.209999993443489,0,0.0299999993294477,0,NA,0,0,NA,0,0,0,0,4.80999994277954,0,0.600000023841858,0,0,0.280000001192093,0.0500000007450581,3.00999999046326,0.159999996423721,1.22000002861023,0.200000002980232,0,0,4.90999984741211,0,0,0.430000007152557,0.0900000035762787,0,0.170000001788139,0,0,0.270000010728836,0,0,4.30999994277954,0.0299999993294477,0.330000013113022,0.00999999977648258,0,0
19990707,0.200000002980232,0.129999995231628,0,1.07000005245209,0,3.36999988555908,NA,0,0,0.159999996423721,3.01999998092651,1.42999994754791,3.23000001907349,0.639999985694885,0,0.469999998807907,1.25999999046326,1.39999997615814,1.91999995708466,1.42999994754791,1.8400000333786,3.36999988555908,0.310000002384186,1.14999997615814,1.10000002384186,0,0.0299999993294477,0.389999985694885,1.64999997615814,1.67999994754791,1.37000000476837,1.50999999046326,4.40000009536743,1.60000002384186,NA,0.28999999165535,0.600000023841858,1.89999997615814,1.82000005245209,0.150000005960464,0.389999985694885,0.119999997317791,0.409999996423721,0,0.759999990463257,2.72000002861023,4.28999996185303,0.00999999977648258,0.800000011920929,0.370000004768372,1.87999999523163,0.0799999982118607,0.180000007152557,1.33000004291534,0,1.79999995231628,0,0,0,1.20000004768372,0.0700000002980232,0.389999985694885,1.33000004291534,0.0700000002980232,1.17999994754791,0.200000002980232,0,0.0199999995529652,0.129999995231628,0.720000028610229,0,0.949999988079071,0.219999998807907,0.479999989271164,1.19000005722046,0.419999986886978,0.689999997615814,3.74000000953674,0.400000005960464,0.0199999995529652,1.36000001430511,0,0.0599999986588955,0,0.449999988079071,0.0299999993294477,4.8899998664856,3.46000003814697,1.04999995231628,2.3199999332428,0.0700000002980232,0.0500000007450581,0.270000010728836,0,2.76999998092651,0,1.45000004768372,1.37999999523163,0.109999999403954,0.0500000007450581
19990708,0,0,0,NA,NA,0,0,0,0,0,0.119999997317791,0.310000002384186,0.219999998807907,0.259999990463257,0,0.280000001192093,0.180000007152557,0.119999997317791,0.5,0.529999971389771,0,0.100000001490116,0,0.340000003576279,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.430000007152557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0.239999994635582,0,0,0,0,0,0,0,0,0.490000009536743,0,0,0,0.769999980926514,0.379999995231628,0,0.519999980926514,0,0,0,0,0,0.180000007152557,0,0.349999994039536,0,0,0,0,0,0,0,0,0,0,0.689999997615814,0,0
19990709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,NA,0,0,0.0199999995529652,0,NA,0,0,0,0,0,0,0.00999999977648258,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0,0,0,0,0,0.0500000007450581,0,0,0.0599999986588955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0.0199999995529652,0,0.00999999977648258,NA,0.00999999977648258,0.0500000007450581,0.0199999995529652
19990710,0,0,0.100000001490116,NA,0,0.0399999991059303,0.00999999977648258,0,0.0900000035762787,0.0599999986588955,0,0,0,0,0.400000005960464,0,0,0,0,0,20.5699996948242,0,7.23999977111816,0,13.9700002670288,13.0100002288818,20.7299995422363,16.5400009155273,NA,6.05999994277954,11.9300003051758,11.289999961853,12.0299997329712,8.09000015258789,NA,17.8799991607666,9.10000038146973,9.61999988555908,2.70000004768372,24.5,18.8799991607666,0.200000002980232,0.389999985694885,0.129999995231628,16.8899993896484,17.4899997711182,13.539999961853,11.1499996185303,0,0,NA,0.0399999991059303,0,0,0,0,0,0,0,0,0,0,5.67000007629395,0,0,0,0,0,0.00999999977648258,NA,0,0.100000001490116,0.469999998807907,0,0,5.90000009536743,1.51999998092651,8.40999984741211,1.94000005722046,1,0,0,0.0500000007450581,0.109999999403954,0.5,0.400000005960464,4.69999980926514,8.22000026702881,0.0299999993294477,0.0399999991059303,0,3.19000005722046,0.0399999991059303,0.469999998807907,9.51000022888184,0.0299999993294477,7.23999977111816,0.200000002980232,0.140000000596046,4.34000015258789
19990711,0.200000002980232,0.100000001490116,0.100000001490116,0.100000001490116,0.200000002980232,0.119999997317791,0.200000002980232,NA,0.109999999403954,0.0900000035762787,0.100000001490116,0.100000001490116,0.100000001490116,0.150000005960464,0.200000002980232,0.119999997317791,0.200000002980232,0.100000001490116,0.200000002980232,0.129999995231628,0,0.200000002980232,0.100000001490116,0.0799999982118607,0.0799999982118607,0,0.0599999986588955,0.0199999995529652,0,0.0799999982118607,0.109999999403954,0.129999995231628,0,0.0700000002980232,0.0199999995529652,0.0500000007450581,0.0700000002980232,0.100000001490116,0.200000002980232,0,0,0,0.0199999995529652,0,0.0199999995529652,0,0.109999999403954,0.119999997317791,0.0900000035762787,NA,0.100000001490116,0.0599999986588955,0.109999999403954,0,0.0500000007450581,0.100000001490116,0,0.100000001490116,0,0.100000001490116,0.0500000007450581,0.0500000007450581,0.159999996423721,0.100000001490116,0.0399999991059303,0.100000001490116,0.100000001490116,0.100000001490116,0.0500000007450581,0,0.200000002980232,0.270000010728836,0.0199999995529652,0.170000001788139,0.259999990463257,0.0299999993294477,0.100000001490116,0.0199999995529652,0.200000002980232,0,0.200000002980232,0.0500000007450581,0.100000001490116,0.0700000002980232,0.300000011920929,0,0.400000005960464,0,0.0399999991059303,0.0700000002980232,0,NA,0.209999993443489,0.209999993443489,0,0.200000002980232,0,0.200000002980232,0.330000013113022,NA
19990712,0,0.0299999993294477,0,NA,0,0,0,0,0,0,0,0,0.00999999977648258,0,0,NA,0.0399999991059303,0,0,0,0,0,0,0,0,0,0,0.00999999977648258,0.100000001490116,0.100000001490116,0,0,0,0,0,0,NA,0,0.209999993443489,0,NA,0.0900000035762787,NA,0.300000011920929,0,0.0500000007450581,0,0,0,0,0,0.0500000007450581,NA,NA,0,0,0,0,0,0,0,NA,0.270000010728836,0,0,0,0,0,0.0299999993294477,0.0700000002980232,0,0.0799999982118607,0.0299999993294477,0,NA,0,0.0299999993294477,0.330000013113022,0.370000004768372,0,0,0,0.0299999993294477,0,0.0199999995529652,0,0.300000011920929,0.340000003576279,0,0,0.0199999995529652,NA,0,0,NA,0,0.360000014305115,0.0299999993294477,0,0
19990713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
19990714,0,0.00999999977648258,0.00999999977648258,0,0,0,0.200000002980232,0.100000001490116,0,0,0.5,0.479999989271164,0.100000001490116,0.119999997317791,0.0199999995529652,0.200000002980232,0.119999997317791,0.109999999403954,0.0599999986588955,0.0299999993294477,0,0.180000007152557,0,0.409999996423721,NA,0,0,0,0,0.100000001490116,0,0,0,0,0,0,0.0399999991059303,0,1.01999998092651,0,0,0.0799999982118607,0,0,0,0,0,0.100000001490116,0,0.100000001490116,0,0.0199999995529652,NA,0,0,0,0,0,0,0,0,0,0.310000002384186,0,NA,0,0,0,0.00999999977648258,0,0,0.370000004768372,0.349999994039536,0.100000001490116,0.00999999977648258,NA,1.02999997138977,0,0.349999994039536,0.300000011920929,0.0199999995529652,0,0.600000023841858,0.00999999977648258,1.4099999666214,0.349999994039536,0.330000013113022,0.189999997615814,0.00999999977648258,0.00999999977648258,0,0.439999997615814,0,0,0,0,0.340000003576279,0.330000013113022,0,0
19990715,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500000007450581,0,0,0,0,0
19990716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0.0199999995529652,0,0,0,0,0.00999999977648258,0.0299999993294477
19990717,0,0,0,0,0,0,0,0,NA,0,0.0199999995529652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180000007152557,0,0,0,NA,0,0.00999999977648258,NA,0,0,0,0.0500000007450581,0,0,0,0,0.0900000035762787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990718,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0.300000011920929,0.300000011920929,0.479999989271164,0,1.28999996185303,1.04999995231628,0.5,NA,0.439999997615814,0,0.319999992847443,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0.899999976158142,0.800000011920929,0.699999988079071,0,0,0.819999992847443,0,0.300000011920929,NA,0.5,0,0.899999976158142,0,0,0.0599999986588955,0,0.980000019073486,0,0,0,0,0,0,0.00999999977648258,0,1.13999998569489,0.439999997615814,0.0500000007450581,0,0,0,0,0.479999989271164,0,0,0,0.00999999977648258,0,0.0199999995529652,0,0,0,0,0,0,0,0,0,0,NA,0,NA
19990719,0.0599999986588955,0.00999999977648258,0.00999999977648258,0,0.0299999993294477,0,0,0.0199999995529652,0,0.00999999977648258,0.560000002384186,0.490000009536743,0.430000007152557,0.689999997615814,0,0.769999980926514,0.509999990463257,0.529999971389771,0.239999994635582,0.419999986886978,0.0299999993294477,0.28999999165535,0.0500000007450581,0.379999995231628,0.0900000035762787,0.0299999993294477,0,0.0199999995529652,0.0199999995529652,0.0700000002980232,0,NA,0.0199999995529652,0.0399999991059303,0,0,0.0399999991059303,0.219999998807907,0.0500000007450581,0,0,0,0,0,0,0,0.0700000002980232,0.0700000002980232,0.629999995231628,0.610000014305115,0.509999990463257,0,0.0599999986588955,0.509999990463257,0,0.46000000834465,0,0.449999988079071,0,NA,0,0,0.319999992847443,0,0.560000002384186,0,0,0,0.00999999977648258,0,NA,0,0,0.579999983310699,0.550000011920929,0.400000005960464,0,0.0199999995529652,0.270000010728836,0,0.589999973773956,0,0,0.00999999977648258,0.00999999977648258,0,0.0700000002980232,0,0,0.00999999977648258,0,0,0,0,0,0,0,0,0,0
19990720,0,0,0.00999999977648258,0,0,0,0,0,0.0700000002980232,0,0.0700000002980232,0.0599999986588955,0.0599999986588955,0.0900000035762787,0,0.0399999991059303,0.100000001490116,0,0,0.0500000007450581,0,0,0.0599999986588955,0.0700000002980232,0.0599999986588955,0.0199999995529652,0.0399999991059303,0,0,0.0299999993294477,0.219999998807907,0.180000007152557,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,0.0299999993294477,0.389999985694885,0.100000001490116,0.109999999403954,0,0,0.300000011920929,0,0.00999999977648258,0,0.109999999403954,0,0.100000001490116,NA,0,0,0,0.25,0,0,0,0,0,0,0,0,0.219999998807907,0.159999996423721,NA,0,0,0,NA,NA,0,0,0.00999999977648258,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
19990721,0.0500000007450581,0.800000011920929,0.129999995231628,0.419999986886978,0,0.0299999993294477,0.469999998807907,0.00999999977648258,0.0599999986588955,2.63000011444092,0.0500000007450581,NA,0.0700000002980232,0.119999997317791,0.740000009536743,0.00999999977648258,0.0500000007450581,0.100000001490116,0.0500000007450581,0.0500000007450581,0,0.0500000007450581,0,0.0399999991059303,0,0,0,0,0.00999999977648258,0.189999997615814,0,0.349999994039536,0,0.0799999982118607,0,0,NA,0.00999999977648258,0.0199999995529652,0,0,0.100000001490116,0.829999983310699,0.589999973773956,0,0,0,0,0.430000007152557,0,0.0199999995529652,6.42000007629395,0.0500000007450581,0.879999995231628,0,0.109999999403954,0,0.330000013113022,0,0.170000001788139,0.0500000007450581,0,0.100000001490116,0,0,0,NA,0,0.790000021457672,1.73000001907349,0,0.340000003576279,0.0799999982118607,0.00999999977648258,0.340000003576279,0.0299999993294477,0.0199999995529652,0.819999992847443,0.0199999995529652,0.159999996423721,0.0700000002980232,0.0900000035762787,0.239999994635582,0.129999995231628,0.0199999995529652,0.159999996423721,0.0599999986588955,0.0199999995529652,0.419999986886978,0.0299999993294477,0.0199999995529652,0,0,0,0.449999988079071,0,0.0199999995529652,0,0,0
19990722,0,0,0.00999999977648258,0.0599999986588955,0,0.0500000007450581,0.0599999986588955,0,0,0,3.19000005722046,2.96000003814697,3.24000000953674,1.63999998569489,0.0399999991059303,2.36999988555908,1.67999994754791,1.57000005245209,2.96000003814697,0.790000021457672,0,3.47000002861023,0,1.4099999666214,0,0,0,0,0,0,0,0,0,0.0299999993294477,0,0,0,0,0.660000026226044,0,0,0,0,0,0,0,0,0.00999999977648258,0,0.46000000834465,0.170000001788139,NA,0,0.109999999403954,0,0.150000005960464,0,0.920000016689301,0,0.0700000002980232,0,0,0.189999997615814,0,0.00999999977648258,NA,0,0,0,0,0,0.00999999977648258,0.0199999995529652,0.180000007152557,0.479999989271164,0.0299999993294477,NA,0,0.0700000002980232,0,0.200000002980232,0,0.0199999995529652,0.00999999977648258,0.730000019073486,0,0.0900000035762787,NA,0.0700000002980232,0.0599999986588955,0,0,0,0,0,0,0.0199999995529652,NA,0,0.0500000007450581
19990723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990725,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
19990727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
19990728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990729,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990730,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299999993294477,0,0,0,0,0
19990731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.100000001490116,0,0,0,0,0,0,0,0,0,0.0399999991059303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500000007450581,0,0,0,0,0,0,0
19990801,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299999993294477,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180000007152557,0,0,0,0,0,0,0,0,0,0,0,0
19990802,0.150000005960464,0,0,0.140000000596046,NA,0.140000000596046,0.310000002384186,0.379999995231628,0,0.0500000007450581,0,0.159999996423721,0,0.509999990463257,0.0299999993294477,0,0,0.46000000834465,0,0.100000001490116,0,0.340000003576279,0,0.620000004768372,0,0,0,0.109999999403954,0,0,0,0,0,0,1.13999998569489,0,0,0,0,0,0.100000001490116,NA,0,0,0,0,0.449999988079071,0,0.519999980926514,4.42999982833862,1.70000004768372,0,0,0.300000011920929,7.48000001907349,0.800000011920929,10.0299997329712,4.88000011444092,10.3999996185303,0.300000011920929,11.9899997711182,8.3100004196167,0,4.90000009536743,0.200000002980232,10.4700002670288,11.6000003814697,4.40000009536743,0,0,7.19000005722046,0,0,3.3199999332428,0.600000023841858,0,0,0,0,0,0.839999973773956,9.69999980926514,0,0,0,0,0,0,0,0,0,0,0.0500000007450581,0.270000010728836,0,0.759999990463257,NA,NA,1.96000003814697,0
19990803,4.28000020980835,2.70000004768372,4.19999980926514,3.20000004768372,4.88000011444092,3.5,5.82000017166138,5.67000007629395,4.40000009536743,2.5,2.79999995231628,1.29999995231628,0.300000011920929,0.600000023841858,NA,1.23000001907349,1.5,NA,4.32000017166138,0.200000002980232,3.20000004768372,2.70000004768372,2.25999999046326,0.100000001490116,2.79999995231628,1.55999994277954,NA,1.20000004768372,2.90000009536743,2.40000009536743,2.78999996185303,1.75999999046326,2.71000003814697,2.40000009536743,1.8400000333786,1.10000002384186,5.40000009536743,1.83000004291534,0,3.40000009536743,2.79999995231628,0,0.0299999993294477,0.0399999991059303,2.47000002861023,3.29999995231628,3.20000004768372,2.09999990463257,0.0799999982118607,2.91000008583069,0.200000002980232,0,2.04999995231628,1.29999995231628,0.100000001490116,1.12000000476837,0,0.300000011920929,0.100000001490116,0.230000004172325,0.259999990463257,0.100000001490116,0,0.300000011920929,0,0.0599999986588955,0.200000002980232,0.0399999991059303,1.54999995231628,0.200000002980232,0.150000005960464,0,0,0.379999995231628,0,NA,0,0.330000013113022,0.00999999977648258,0.370000004768372,0,0.200000002980232,0.379999995231628,NA,0.100000001490116,0.300000011920929,0,0.300000011920929,1.87999999523163,2.0699999332428,0.910000026226044,0.109999999403954,0.28999999165535,0.5,NA,0.829999983310699,0.400000005960464,0.0199999995529652,0.699999988079071,0.200000002980232
19990804,0.140000000596046,0.920000016689301,0.0399999991059303,0.0199999995529652,0,0,0,0,0,0.0399999991059303,0,0.00999999977648258,0.0700000002980232,0,0,0.00999999977648258,0.100000001490116,0,0,0.370000004768372,0,0.0299999993294477,0.0700000002980232,0.219999998807907,0,0.00999999977648258,0,0,0.140000000596046,0,0,0,0,0.0199999995529652,0,NA,0,0,0,0,0,0,0,0,0,0,0.0299999993294477,0.0500000007450581,0.0199999995529652,1.08000004291534,0.670000016689301,0,0.0500000007450581,6.05999994277954,0.589999973773956,0.00999999977648258,0.129999995231628,0.0500000007450581,0.75,0.370000004768372,0.0500000007450581,0.990000009536743,0,0.680000007152557,1.6599999666214,0.660000026226044,2.51999998092651,0.209999993443489,0.340000003576279,0,0.889999985694885,0,0,0.0799999982118607,1.64999997615814,0,0,0,0,0,NA,0.0500000007450581,0,0,0,0,NA,0,0.00999999977648258,0,0,0,0.0199999995529652,0.330000013113022,0,0.300000011920929,0,0,0.170000001788139,1.23000001907349
19990805,1.70000004768372,1.29999995231628,4,0.600000023841858,0.5,4.5,2.20000004768372,1.5,0.259999990463257,0,3.59999990463257,1.20000004768372,0.400000005960464,0.200000002980232,0.100000001490116,0.5,0.400000005960464,0,NA,0.529999971389771,7.1399998664856,0.100000001490116,6.38000011444092,1.20000004768372,12.5100002288818,3.17000007629395,8,4.17999982833862,6.28000020980835,10.1899995803833,8.52000045776367,0.740000009536743,13.9499998092651,3.59999990463257,9,2.29999995231628,6.3899998664856,15.1099996566772,0,7.57999992370605,11.3999996185303,0,0,1.29999995231628,0.310000002384186,6.5,6.19999980926514,14.1999998092651,NA,8.30000019073486,0.100000001490116,0,1.22000002861023,2,4.80000019073486,0,0,0,1.79999995231628,0,0.100000001490116,5.5,0,1.5,0.0199999995529652,0,NA,NA,1.27999997138977,0,10.3000001907349,0,0,0.100000001490116,0.100000001490116,0,0,0,0,NA,0,0.829999983310699,0,3.34999990463257,0.400000005960464,0,0,0.119999997317791,0.5,3.24000000953674,0.00999999977648258,0.180000007152557,0.140000000596046,3.76999998092651,0,0.159999996423721,0,0.129999995231628,37.5,0
19990806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999999977648258,0,0,0,0.600000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48000001907349,0,0,0.0199999995529652,0,0,0,0.300000011920929
19990807,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19990809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799999982118607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999999977648258,0,0,0,0,0
19990810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0.00999999977648258,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0.0199999995529652,0,0,0,0,0,0,0,0
19990811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.0500000007450581,0,0,0
19990812,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.00999999977648258,0,0,0,0,0.259999990463257,0,0.00999999977648258,NA,0,NA,0,0,0,0.0700000002980232,0.00999999977648258,0,0,0,0,0.00999999977648258,0,0,0,0,0.00999999977648258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999999977648258,0,0,0.100000001490116,0,0,0,0
19990813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140000000596046,0,0.0900000035762787,0,0.170000001788139,0.629999995231628,0.100000001490116,0,0.100000001490116,0.100000001490116,0.319999992847443,0.239999994635582,0.550000011920929,0.0299999993294477,0.310000002384186,0.280000001192093,0.200000002980232,0.0399999991059303,0,0.600000023841858,NA,0,0,0,0.239999994635582,0.409999996423721,0.00999999977648258,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799999982118607,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.0199999995529652,0,0,0,0,0,0,0,0
